epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,82.308,0.15651,0.94614,0.92051,0.56603,0.54871,0.62529,0.39542,0.21183,2.09503,1.07457,0.009505,0.009505,0.009505
22,85.0836,0.14896,0.88126,0.9109,0.11927,0.01577,0.06492,0.04449,0.31793,inf,1.5696,0.00948025,0.00948025,0.00948025
23,87.7005,0.14086,0.84808,0.89594,0.0954,0.04821,0.0657,0.03601,0.29005,10.3236,1.46386,0.0094555,0.0094555,0.0094555
24,90.4152,0.13464,0.84671,0.88463,0.68513,0.68125,0.75957,0.48441,0.20219,1.54775,1.021,0.00943075,0.00943075,0.00943075
25,93.1244,0.13135,0.79257,0.88315,0.73804,0.76208,0.80282,0.5416,0.19069,1.39782,1.00143,0.009406,0.009406,0.009406
26,95.9077,0.12801,0.75153,0.86881,0.74618,0.81229,0.84145,0.58075,0.17891,1.11701,0.94791,0.00938125,0.00938125,0.00938125
27,98.8084,0.1286,0.76427,0.88118,0.7499,0.83566,0.86997,0.61411,0.16108,1.01086,0.91,0.0093565,0.0093565,0.0093565
28,101.517,0.13006,0.74622,0.88129,0.74681,0.83143,0.83717,0.50859,0.21734,1.04418,1.00093,0.00933175,0.00933175,0.00933175
29,104.173,0.12475,0.72833,0.86818,0.70197,0.82478,0.81067,0.56838,0.17295,1.07153,0.92317,0.009307,0.009307,0.009307
30,106.879,0.1237,0.69906,0.86589,0.81102,0.83259,0.88444,0.6162,0.16803,0.83213,0.91092,0.00928225,0.00928225,0.00928225
31,109.64,0.12008,0.65895,0.86255,0.78174,0.80623,0.86276,0.59243,0.17488,0.958,0.92706,0.0092575,0.0092575,0.0092575
32,112.296,0.11912,0.67218,0.86452,0.66692,0.68675,0.73314,0.56568,0.14342,1.21317,0.89771,0.00923275,0.00923275,0.00923275
33,114.994,0.11323,0.63808,0.85632,0.84807,0.76752,0.88048,0.66752,0.14873,0.80531,0.89296,0.009208,0.009208,0.009208
34,117.848,0.11312,0.62593,0.85627,0.87342,0.87419,0.92119,0.70337,0.13918,0.67983,0.86397,0.00918325,0.00918325,0.00918325
35,120.534,0.10929,0.61247,0.84779,0.8061,0.93538,0.92905,0.73869,0.12671,0.6597,0.8492,0.0091585,0.0091585,0.0091585
36,123.26,0.10836,0.59672,0.84559,0.8715,0.89594,0.9454,0.74144,0.12549,0.60449,0.85373,0.00913375,0.00913375,0.00913375
37,125.977,0.11478,0.59348,0.85194,0.88976,0.91449,0.9428,0.7021,0.1461,0.60255,0.87718,0.009109,0.009109,0.009109
38,128.712,0.1317,0.62405,0.86667,0.87071,0.92696,0.93661,0.70124,0.14254,0.66931,0.87453,0.00908425,0.00908425,0.00908425
39,131.41,0.12372,0.6103,0.86339,0.7977,0.86388,0.91101,0.53775,0.23559,0.8435,1.02287,0.0090595,0.0090595,0.0090595
40,134.047,0.13213,0.6146,0.87317,0.87362,0.92143,0.93217,0.68001,0.15398,0.65054,0.88558,0.00903475,0.00903475,0.00903475
41,136.85,0.11796,0.57845,0.85384,0.88082,0.94441,0.95877,0.78009,0.114,0.57519,0.83527,0.00901,0.00901,0.00901
42,139.615,0.11784,0.58531,0.86363,0.86545,0.93262,0.95008,0.66756,0.17202,0.68951,0.90786,0.00898525,0.00898525,0.00898525
43,142.277,0.11075,0.56923,0.85043,0.8619,0.90051,0.94573,0.73145,0.13424,0.65704,0.8543,0.0089605,0.0089605,0.0089605
44,144.908,0.10758,0.55714,0.85302,0.95202,0.92889,0.96718,0.72945,0.13814,0.58746,0.8564,0.00893575,0.00893575,0.00893575
45,147.591,0.10642,0.54361,0.84084,0.91262,0.93238,0.95803,0.71042,0.14567,0.58932,0.87325,0.008911,0.008911,0.008911
46,150.254,0.10445,0.53312,0.83651,0.88615,0.94606,0.96602,0.80094,0.10199,0.50813,0.82985,0.00888625,0.00888625,0.00888625
47,152.948,0.11527,0.54541,0.85903,0.89667,0.90886,0.9485,0.77429,0.11325,0.5667,0.83895,0.0088615,0.0088615,0.0088615
48,155.616,0.11415,0.55533,0.84682,0.93037,0.96573,0.97482,0.68386,0.17272,0.58063,0.90742,0.00883675,0.00883675,0.00883675
49,158.413,0.11026,0.54763,0.84873,0.81011,0.89496,0.93168,0.71745,0.14053,0.68688,0.86682,0.008812,0.008812,0.008812
50,161.08,0.11163,0.54444,0.85483,0.79113,0.90716,0.93942,0.74681,0.11637,0.68725,0.84214,0.00878725,0.00878725,0.00878725
51,163.725,0.10503,0.52994,0.84227,0.90302,0.93748,0.96847,0.76408,0.12218,0.5686,0.84903,0.0087625,0.0087625,0.0087625
52,166.369,0.10893,0.52671,0.83568,0.85838,0.92455,0.94423,0.78886,0.09871,0.53728,0.82288,0.00873775,0.00873775,0.00873775
53,169.032,0.10753,0.52056,0.83932,0.85705,0.91173,0.94851,0.79436,0.10111,0.52194,0.82761,0.008713,0.008713,0.008713
54,171.703,0.10656,0.5127,0.83909,0.91316,0.95508,0.97376,0.7248,0.14988,0.55578,0.86895,0.00868825,0.00868825,0.00868825
55,174.377,0.11608,0.53416,0.83745,0.87751,0.95095,0.96486,0.81105,0.09078,0.54437,0.81286,0.0086635,0.0086635,0.0086635
56,177.094,0.10989,0.51889,0.83971,0.90589,0.95262,0.96418,0.80785,0.09847,0.51401,0.81966,0.00863875,0.00863875,0.00863875
57,179.786,0.11081,0.52154,0.84298,0.94785,0.93571,0.96444,0.71614,0.14293,0.57301,0.86817,0.008614,0.008614,0.008614
58,182.61,0.09961,0.51061,0.83552,0.95364,0.93959,0.97466,0.81865,0.10082,0.47455,0.81998,0.00858925,0.00858925,0.00858925
59,185.329,0.09536,0.482,0.83161,0.89531,0.96454,0.96839,0.81894,0.0948,0.48282,0.81519,0.0085645,0.0085645,0.0085645
60,187.958,0.09968,0.48907,0.83231,0.88964,0.8979,0.94242,0.67682,0.15956,0.59553,0.87907,0.00853975,0.00853975,0.00853975
61,190.665,0.09207,0.47991,0.82542,0.90175,0.93002,0.95213,0.71144,0.15317,0.55611,0.86596,0.008515,0.008515,0.008515
62,193.317,0.09156,0.46784,0.82545,0.8889,0.96734,0.97847,0.83494,0.0862,0.435,0.80274,0.00849025,0.00849025,0.00849025
63,196.01,0.08537,0.44708,0.81532,0.91256,0.93575,0.96358,0.76526,0.12333,0.51802,0.83901,0.0084655,0.0084655,0.0084655
64,198.675,0.09454,0.47625,0.82495,0.90629,0.92992,0.95183,0.77639,0.11867,0.52915,0.83636,0.00844075,0.00844075,0.00844075
65,201.311,0.09075,0.45078,0.82479,0.9147,0.93839,0.96696,0.83411,0.08176,0.4432,0.80377,0.008416,0.008416,0.008416
66,204.037,0.09017,0.46499,0.81877,0.94613,0.97207,0.98359,0.81559,0.10188,0.41631,0.81396,0.00839125,0.00839125,0.00839125
67,207.42,0.08732,0.43773,0.82028,0.95188,0.9807,0.98282,0.82302,0.09853,0.41741,0.81539,0.0083665,0.0083665,0.0083665
68,210.125,0.09178,0.44649,0.8251,0.92178,0.95003,0.9631,0.76797,0.12368,0.46722,0.84135,0.00834175,0.00834175,0.00834175
69,212.827,0.08372,0.42948,0.81152,0.91641,0.94997,0.98133,0.84148,0.08428,0.41557,0.80402,0.008317,0.008317,0.008317
70,215.613,0.09179,0.44198,0.82686,0.96551,0.96736,0.9882,0.79957,0.11361,0.44532,0.82733,0.00829225,0.00829225,0.00829225
71,218.298,0.0907,0.44612,0.82231,0.95984,0.97686,0.98714,0.82744,0.10363,0.42499,0.82166,0.0082675,0.0082675,0.0082675
72,221.027,0.09939,0.44961,0.82879,0.96935,0.94827,0.98559,0.84086,0.0845,0.40324,0.80598,0.00824275,0.00824275,0.00824275
73,223.737,0.11034,0.48539,0.83726,0.92798,0.93514,0.98525,0.84496,0.0867,0.44191,0.80366,0.008218,0.008218,0.008218
74,226.505,0.08949,0.46954,0.8217,0.96139,0.96249,0.98844,0.7058,0.15481,0.49693,0.8713,0.00819325,0.00819325,0.00819325
75,229.632,0.09971,0.45355,0.82652,0.93165,0.95957,0.98538,0.78719,0.11805,0.50353,0.83246,0.0081685,0.0081685,0.0081685
76,232.302,0.09362,0.45209,0.82035,0.95038,0.97,0.98512,0.84569,0.08379,0.41803,0.79933,0.00814375,0.00814375,0.00814375
77,235.104,0.08911,0.446,0.8195,0.92827,0.95246,0.97961,0.85517,0.07735,0.45133,0.79759,0.008119,0.008119,0.008119
78,238.079,0.08647,0.43169,0.81548,0.74912,0.75677,0.82226,0.57216,0.18693,1.08116,0.95418,0.00809425,0.00809425,0.00809425
79,240.914,0.08577,0.42312,0.81239,0.78926,0.78254,0.84371,0.66057,0.13889,0.86936,0.90638,0.0080695,0.0080695,0.0080695
80,243.721,0.08316,0.41191,0.81821,0.75988,0.81176,0.85633,0.65559,0.14431,0.86161,0.91101,0.00804475,0.00804475,0.00804475
81,246.426,0.09092,0.42998,0.82458,0.86242,0.92187,0.94637,0.64261,0.19021,0.66077,0.94845,0.00802,0.00802,0.00802
82,249.203,0.09021,0.42784,0.81715,0.94424,0.96395,0.97968,0.85716,0.07981,0.39735,0.80219,0.00799525,0.00799525,0.00799525
83,252.235,0.09587,0.43837,0.82254,0.92942,0.97292,0.98028,0.85666,0.08179,0.39803,0.80141,0.0079705,0.0079705,0.0079705
84,254.962,0.09759,0.44877,0.8337,0.97401,0.96653,0.99141,0.75919,0.13722,0.45906,0.85113,0.00794575,0.00794575,0.00794575
85,257.686,0.09181,0.42764,0.8215,0.95555,0.95359,0.99087,0.77288,0.13796,0.49311,0.85565,0.007921,0.007921,0.007921
86,260.414,0.0857,0.42503,0.81408,0.89373,0.93149,0.97151,0.83245,0.08242,0.45636,0.80512,0.00789625,0.00789625,0.00789625
87,263.184,0.09756,0.43461,0.82404,0.81304,0.84439,0.89939,0.76802,0.08764,0.63696,0.81044,0.0078715,0.0078715,0.0078715
88,265.894,0.09044,0.42214,0.82124,0.84279,0.89255,0.90927,0.74734,0.11067,0.595,0.83641,0.00784675,0.00784675,0.00784675
89,268.648,0.08798,0.41725,0.81559,0.91947,0.93471,0.96674,0.81675,0.10684,0.47969,0.82695,0.007822,0.007822,0.007822
90,271.382,0.0854,0.40542,0.81437,0.95763,0.96778,0.987,0.8572,0.08721,0.38554,0.80283,0.00779725,0.00779725,0.00779725
91,274.167,0.08012,0.38865,0.80986,0.96656,0.9742,0.99078,0.7889,0.11996,0.41899,0.82369,0.0077725,0.0077725,0.0077725
92,277.07,0.08318,0.39226,0.81009,0.96095,0.9753,0.99273,0.8078,0.11113,0.41157,0.82172,0.00774775,0.00774775,0.00774775
93,279.775,0.08803,0.39926,0.81525,0.97205,0.96499,0.99208,0.87081,0.07444,0.36717,0.79474,0.007723,0.007723,0.007723
94,282.646,0.09072,0.40676,0.81429,0.95167,0.97372,0.98778,0.82321,0.10284,0.39896,0.81438,0.00769825,0.00769825,0.00769825
95,285.338,0.08016,0.38774,0.80913,0.9351,0.95923,0.98608,0.82205,0.09794,0.42037,0.80721,0.0076735,0.0076735,0.0076735
96,288.09,0.08801,0.40355,0.81083,0.94937,0.97623,0.98944,0.85221,0.08195,0.37895,0.79748,0.00764875,0.00764875,0.00764875
97,290.811,0.08277,0.38366,0.81161,0.95029,0.97769,0.98964,0.88004,0.07088,0.36113,0.79081,0.007624,0.007624,0.007624
98,293.62,0.07634,0.36968,0.80746,0.93747,0.96461,0.98847,0.84543,0.09307,0.3936,0.80723,0.00759925,0.00759925,0.00759925
99,296.546,0.08134,0.3885,0.80766,0.90864,0.95969,0.98616,0.86331,0.07942,0.39009,0.79793,0.0075745,0.0075745,0.0075745
100,299.287,0.07791,0.3765,0.80271,0.94602,0.96539,0.99212,0.88379,0.0704,0.36307,0.79066,0.00754975,0.00754975,0.00754975
101,302.095,0.07899,0.37184,0.8043,0.967,0.96734,0.99317,0.86372,0.08114,0.36043,0.79713,0.007525,0.007525,0.007525
102,304.808,0.07846,0.36623,0.80709,0.94017,0.97667,0.98885,0.86708,0.07637,0.35767,0.79097,0.00750025,0.00750025,0.00750025
103,307.502,0.085,0.38349,0.81538,0.93183,0.97423,0.98421,0.86341,0.07453,0.36535,0.7912,0.0074755,0.0074755,0.0074755
104,310.195,0.0793,0.37391,0.80699,0.94342,0.97142,0.99049,0.87129,0.07334,0.35379,0.7931,0.00745075,0.00745075,0.00745075
105,312.918,0.07838,0.36887,0.80508,0.93898,0.94257,0.98491,0.86189,0.07249,0.38501,0.79143,0.007426,0.007426,0.007426
106,315.676,0.0766,0.359,0.80109,0.96251,0.97561,0.99256,0.85598,0.09003,0.36192,0.80074,0.00740125,0.00740125,0.00740125
107,318.404,0.07469,0.35281,0.8012,0.98261,0.99169,0.99426,0.827,0.10684,0.37075,0.81345,0.0073765,0.0073765,0.0073765
108,321.348,0.07905,0.37073,0.80361,0.98003,0.98624,0.99429,0.88762,0.06908,0.31583,0.78794,0.00735175,0.00735175,0.00735175
109,324.142,0.07643,0.36155,0.80039,0.97171,0.98106,0.99332,0.88812,0.06821,0.31907,0.78727,0.007327,0.007327,0.007327
110,327.022,0.07776,0.36419,0.79855,0.98187,0.98499,0.99443,0.85651,0.09314,0.36252,0.80412,0.00730225,0.00730225,0.00730225
111,329.78,0.07534,0.34947,0.79986,0.98164,0.97716,0.99426,0.89601,0.06341,0.31723,0.78382,0.0072775,0.0072775,0.0072775
112,332.59,0.07798,0.36099,0.80438,0.97039,0.9796,0.99397,0.89347,0.06654,0.32209,0.7874,0.00725275,0.00725275,0.00725275
113,335.348,0.07866,0.35853,0.80288,0.95575,0.97251,0.98798,0.85185,0.08536,0.35037,0.79754,0.007228,0.007228,0.007228
114,338.087,0.07175,0.34625,0.79966,0.96942,0.9859,0.99337,0.881,0.07345,0.31878,0.78926,0.00720325,0.00720325,0.00720325
115,340.888,0.07091,0.33872,0.79947,0.97446,0.97901,0.99369,0.882,0.07081,0.32368,0.7855,0.0071785,0.0071785,0.0071785
116,343.644,0.06883,0.33944,0.79808,0.96818,0.98722,0.99443,0.85649,0.08174,0.33359,0.7918,0.00715375,0.00715375,0.00715375
117,346.352,0.06917,0.33515,0.79842,0.96921,0.98247,0.99347,0.86608,0.08327,0.3416,0.7949,0.007129,0.007129,0.007129
118,349.087,0.07106,0.33472,0.80063,0.96924,0.98031,0.9939,0.88691,0.06644,0.31348,0.78347,0.00710425,0.00710425,0.00710425
119,351.806,0.06796,0.32964,0.79866,0.96523,0.9757,0.99312,0.85649,0.08097,0.32928,0.79296,0.0070795,0.0070795,0.0070795
120,354.509,0.07108,0.33804,0.79454,0.97623,0.98304,0.99398,0.84374,0.09421,0.36298,0.80528,0.00705475,0.00705475,0.00705475
121,357.266,0.0692,0.32859,0.79565,0.98111,0.9851,0.99419,0.87522,0.08069,0.33215,0.79671,0.00703,0.00703,0.00703
122,360.142,0.0705,0.33245,0.79862,0.97987,0.9744,0.99386,0.88395,0.07335,0.31566,0.78741,0.00700525,0.00700525,0.00700525
123,362.869,0.06617,0.32329,0.79547,0.9743,0.98323,0.99451,0.88347,0.07046,0.31475,0.78474,0.0069805,0.0069805,0.0069805
124,365.596,0.07339,0.34027,0.79506,0.96549,0.97073,0.99272,0.89271,0.06406,0.31886,0.7791,0.00695575,0.00695575,0.00695575
125,368.319,0.06975,0.33278,0.79683,0.96824,0.98556,0.99392,0.8875,0.06777,0.32236,0.78186,0.006931,0.006931,0.006931
126,371.051,0.07236,0.3426,0.80052,0.98988,0.99251,0.99472,0.89647,0.06564,0.29059,0.78551,0.00690625,0.00690625,0.00690625
127,373.838,0.07008,0.33504,0.79337,0.98498,0.99185,0.99461,0.90883,0.05932,0.29328,0.77935,0.0068815,0.0068815,0.0068815
128,376.577,0.06561,0.32277,0.79105,0.97786,0.99159,0.99422,0.89146,0.06794,0.30171,0.78181,0.00685675,0.00685675,0.00685675
129,379.316,0.06862,0.32445,0.79651,0.97748,0.98829,0.99396,0.86785,0.08018,0.31707,0.78815,0.006832,0.006832,0.006832
130,382.047,0.06669,0.32176,0.78878,0.98362,0.99253,0.99457,0.89166,0.07034,0.30358,0.78539,0.00680725,0.00680725,0.00680725
131,384.941,0.06502,0.31724,0.79319,0.97891,0.99252,0.99458,0.87975,0.07432,0.31146,0.788,0.0067825,0.0067825,0.0067825
132,387.692,0.06763,0.31849,0.79508,0.974,0.99406,0.9944,0.90632,0.0597,0.28393,0.77925,0.00675775,0.00675775,0.00675775
133,390.474,0.07026,0.32569,0.79515,0.97672,0.98709,0.9941,0.90678,0.05963,0.28661,0.7783,0.006733,0.006733,0.006733
134,393.204,0.07079,0.32553,0.79615,0.96528,0.99272,0.99392,0.90726,0.05737,0.28799,0.77871,0.00670825,0.00670825,0.00670825
135,395.97,0.07017,0.3196,0.7926,0.97233,0.98513,0.99415,0.87402,0.06921,0.31203,0.78423,0.0066835,0.0066835,0.0066835
136,398.717,0.07908,0.34696,0.80515,0.96412,0.98115,0.99369,0.89015,0.06188,0.31178,0.78049,0.00665875,0.00665875,0.00665875
137,401.418,0.07635,0.34337,0.80397,0.9644,0.98602,0.9935,0.87638,0.07723,0.31874,0.78986,0.006634,0.006634,0.006634
138,404.163,0.07344,0.33762,0.79331,0.97443,0.98039,0.99378,0.89686,0.06247,0.29896,0.77865,0.00660925,0.00660925,0.00660925
139,407.01,0.06969,0.32335,0.79403,0.97221,0.9829,0.99353,0.90452,0.05736,0.28085,0.7748,0.0065845,0.0065845,0.0065845
140,409.746,0.07079,0.32308,0.79553,0.96874,0.98109,0.99169,0.89998,0.06309,0.30225,0.77934,0.00655975,0.00655975,0.00655975
141,412.414,0.0707,0.32046,0.79489,0.96431,0.9754,0.99193,0.87337,0.0804,0.33009,0.78815,0.006535,0.006535,0.006535
142,415.138,0.06489,0.3169,0.79341,0.966,0.9857,0.99496,0.91359,0.05397,0.27597,0.77595,0.00651025,0.00651025,0.00651025
143,417.921,0.06868,0.31566,0.79674,0.98703,0.98802,0.99499,0.90422,0.06357,0.29157,0.77972,0.0064855,0.0064855,0.0064855
144,420.662,0.06731,0.32028,0.79126,0.98002,0.98677,0.99483,0.90061,0.0656,0.29634,0.78092,0.00646075,0.00646075,0.00646075
145,423.388,0.06345,0.31139,0.78924,0.96935,0.96941,0.98526,0.90285,0.05681,0.29249,0.77591,0.006436,0.006436,0.006436
146,426.133,0.07019,0.32939,0.79494,0.98307,0.99232,0.99483,0.90005,0.06449,0.28528,0.78007,0.00641125,0.00641125,0.00641125
147,429.018,0.06654,0.30329,0.79014,0.97928,0.98642,0.99365,0.90095,0.06359,0.28605,0.77964,0.0063865,0.0063865,0.0063865
148,431.703,0.06727,0.30901,0.79433,0.96509,0.97982,0.9918,0.90875,0.05724,0.29327,0.7777,0.00636175,0.00636175,0.00636175
149,434.444,0.06531,0.30525,0.78837,0.97709,0.979,0.99359,0.91059,0.05685,0.29419,0.77689,0.006337,0.006337,0.006337
150,437.202,0.0674,0.3064,0.79021,0.98189,0.99424,0.99494,0.87338,0.08343,0.31288,0.79153,0.00631225,0.00631225,0.00631225
151,439.962,0.06746,0.30602,0.78951,0.9828,0.9955,0.99494,0.90324,0.06277,0.27414,0.77881,0.0062875,0.0062875,0.0062875
152,442.657,0.0677,0.30302,0.79201,0.9833,0.9856,0.99474,0.91237,0.05791,0.26816,0.77575,0.00626275,0.00626275,0.00626275
153,445.431,0.06619,0.30088,0.78487,0.98353,0.98113,0.99458,0.90113,0.06369,0.28045,0.77857,0.006238,0.006238,0.006238
154,448.157,0.06294,0.29444,0.78892,0.98581,0.98984,0.99499,0.92232,0.05437,0.25982,0.77273,0.00621325,0.00621325,0.00621325
155,451.106,0.064,0.29469,0.79352,0.98293,0.98925,0.99474,0.9103,0.05508,0.26482,0.77392,0.0061885,0.0061885,0.0061885
156,453.822,0.05941,0.28343,0.78723,0.98044,0.98594,0.99418,0.91501,0.05363,0.26615,0.77575,0.00616375,0.00616375,0.00616375
157,456.519,0.06149,0.28956,0.79004,0.98021,0.99666,0.99493,0.90602,0.06195,0.26751,0.77817,0.006139,0.006139,0.006139
158,459.298,0.0626,0.29183,0.78516,0.98285,0.9903,0.99484,0.91454,0.05556,0.26183,0.7735,0.00611425,0.00611425,0.00611425
159,462.052,0.06971,0.3038,0.78627,0.96978,0.98937,0.99033,0.91072,0.0562,0.26961,0.77383,0.0060895,0.0060895,0.0060895
160,464.826,0.06822,0.30476,0.78789,0.97418,0.98095,0.9896,0.86548,0.08471,0.32333,0.79385,0.00606475,0.00606475,0.00606475
161,467.592,0.06703,0.29754,0.78904,0.98324,0.98981,0.99401,0.8819,0.0761,0.28957,0.78525,0.00604,0.00604,0.00604
162,470.341,0.06717,0.301,0.79425,0.98437,0.98801,0.99454,0.91602,0.05493,0.26559,0.7765,0.00601525,0.00601525,0.00601525
163,473.103,0.06631,0.29466,0.7909,0.95632,0.97916,0.98542,0.88998,0.06866,0.30068,0.78487,0.0059905,0.0059905,0.0059905
164,476.011,0.06431,0.29318,0.79027,0.94805,0.96864,0.98267,0.87152,0.07973,0.33027,0.79346,0.00596575,0.00596575,0.00596575
165,478.758,0.06247,0.28465,0.78924,0.97711,0.97845,0.98952,0.91796,0.05272,0.2679,0.77517,0.005941,0.005941,0.005941
166,481.522,0.06171,0.29579,0.78928,0.9185,0.96222,0.97073,0.86895,0.07223,0.37407,0.78806,0.00591625,0.00591625,0.00591625
167,484.272,0.05992,0.27752,0.7838,0.91567,0.94911,0.96438,0.86801,0.06922,0.39996,0.78581,0.0058915,0.0058915,0.0058915
168,486.996,0.05957,0.27963,0.78224,0.98497,0.99424,0.99484,0.92622,0.05131,0.24593,0.77321,0.00586675,0.00586675,0.00586675
169,489.827,0.05983,0.28674,0.78584,0.98535,0.99179,0.99489,0.92109,0.05606,0.26174,0.77491,0.005842,0.005842,0.005842
170,492.569,0.06283,0.2888,0.78668,0.94633,0.95584,0.97442,0.90271,0.05201,0.34016,0.77249,0.00581725,0.00581725,0.00581725
171,495.31,0.0612,0.29758,0.78491,0.9843,0.99118,0.99484,0.92045,0.05221,0.24741,0.7725,0.0057925,0.0057925,0.0057925
172,498.035,0.0627,0.29709,0.78734,0.97836,0.98182,0.99463,0.9002,0.06426,0.27468,0.7811,0.00576775,0.00576775,0.00576775
173,500.979,0.05985,0.29052,0.78756,0.98438,0.99148,0.995,0.92073,0.05562,0.2604,0.77471,0.005743,0.005743,0.005743
174,503.688,0.06595,0.29585,0.79011,0.96169,0.96719,0.98854,0.91515,0.05266,0.27797,0.772,0.00571825,0.00571825,0.00571825
175,506.399,0.06291,0.30214,0.78417,0.95948,0.97578,0.99402,0.90357,0.06474,0.29396,0.77952,0.0056935,0.0056935,0.0056935
176,509.056,0.06169,0.28777,0.78654,0.97807,0.98145,0.99387,0.90326,0.06721,0.28672,0.7818,0.00566875,0.00566875,0.00566875
177,511.786,0.06039,0.28471,0.78425,0.98126,0.9935,0.99455,0.92478,0.05214,0.24738,0.77399,0.005644,0.005644,0.005644
178,514.54,0.06368,0.29155,0.78884,0.98473,0.9846,0.99416,0.8857,0.06829,0.28459,0.78298,0.00561925,0.00561925,0.00561925
179,517.286,0.06558,0.29803,0.78768,0.98432,0.99053,0.99483,0.89928,0.06627,0.27481,0.78237,0.0055945,0.0055945,0.0055945
180,519.978,0.06751,0.30225,0.79242,0.98393,0.9939,0.99454,0.91816,0.05474,0.26361,0.77407,0.00556975,0.00556975,0.00556975
181,522.735,0.06502,0.29851,0.79193,0.98204,0.99127,0.99454,0.91,0.05694,0.27001,0.77535,0.005545,0.005545,0.005545
182,525.553,0.06229,0.28477,0.78904,0.97832,0.98153,0.99222,0.89846,0.06475,0.2801,0.77975,0.00552025,0.00552025,0.00552025
183,528.241,0.06462,0.28863,0.78921,0.97344,0.9837,0.99165,0.91399,0.05588,0.26594,0.77506,0.0054955,0.0054955,0.0054955
184,530.999,0.06119,0.28802,0.78303,0.97815,0.99009,0.9938,0.92745,0.05243,0.25352,0.77344,0.00547075,0.00547075,0.00547075
185,533.792,0.06266,0.28845,0.78402,0.98923,0.99191,0.9945,0.89923,0.06698,0.2703,0.78174,0.005446,0.005446,0.005446
186,536.544,0.06201,0.28529,0.78426,0.98226,0.99272,0.99424,0.92298,0.05118,0.25967,0.77239,0.00542125,0.00542125,0.00542125
187,539.365,0.06343,0.29133,0.78866,0.98033,0.98699,0.99295,0.92198,0.05146,0.26894,0.77258,0.0053965,0.0053965,0.0053965
188,542.059,0.06222,0.28499,0.78774,0.96106,0.97942,0.98816,0.91074,0.05721,0.27427,0.77353,0.00537175,0.00537175,0.00537175
189,544.805,0.06258,0.28615,0.78403,0.96012,0.98577,0.9934,0.89401,0.06848,0.27302,0.77879,0.005347,0.005347,0.005347
190,547.74,0.05941,0.27619,0.78337,0.97525,0.98311,0.995,0.92113,0.05336,0.24597,0.77224,0.00532225,0.00532225,0.00532225
191,550.487,0.06208,0.2804,0.78647,0.98195,0.99008,0.995,0.92165,0.05594,0.24986,0.77335,0.0052975,0.0052975,0.0052975
