epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,34.6225,0.73311,1.68432,0.82051,0.49959,0.40373,0.41678,0.31223,0.98871,1.4576,0.82852,0.000933175,0.000933175,0.000933175
29,35.8506,0.75464,1.65302,0.82182,0.51856,0.40389,0.41729,0.32893,0.84486,1.41213,0.81675,0.0009307,0.0009307,0.0009307
30,37.1229,0.7621,1.60099,0.81931,0.5884,0.39302,0.41478,0.3492,0.67391,1.37223,0.80427,0.000928225,0.000928225,0.000928225
31,38.347,0.75891,1.59367,0.81683,0.63318,0.35947,0.41886,0.35555,0.65881,1.35402,0.80755,0.00092575,0.00092575,0.00092575
32,39.6171,0.74567,1.57024,0.82314,0.53816,0.41366,0.42481,0.35802,0.65881,1.29646,0.80779,0.000923275,0.000923275,0.000923275
33,40.8262,0.69221,1.49193,0.81971,0.51211,0.42017,0.42947,0.36096,0.67131,1.26413,0.80483,0.0009208,0.0009208,0.0009208
34,42.0387,0.71387,1.47511,0.81918,0.49008,0.4378,0.43553,0.36947,0.63863,1.24575,0.8029,0.000918325,0.000918325,0.000918325
35,43.2748,0.70222,1.46603,0.81231,0.50096,0.45359,0.44867,0.38826,0.59321,1.22588,0.79893,0.00091585,0.00091585,0.00091585
36,44.4714,0.6524,1.4348,0.81357,0.59994,0.43477,0.4651,0.38185,0.72217,1.19352,0.80524,0.000913375,0.000913375,0.000913375
37,45.5589,0.75733,1.41352,0.81621,0.62472,0.44091,0.47205,0.39036,0.69962,1.17665,0.80417,0.0009109,0.0009109,0.0009109
38,46.6366,0.67723,1.36788,0.81003,0.64639,0.46167,0.48713,0.42002,0.59163,1.14822,0.79791,0.000908425,0.000908425,0.000908425
39,47.9382,0.6751,1.3545,0.81399,0.627,0.45787,0.49188,0.42801,0.59304,1.13007,0.79561,0.00090595,0.00090595,0.00090595
40,49.11,0.73146,1.36252,0.81346,0.67793,0.4382,0.52053,0.45261,0.56934,1.07018,0.79403,0.000903475,0.000903475,0.000903475
41,50.2159,0.68447,1.3148,0.8114,0.73657,0.4289,0.52521,0.43724,0.69125,1.06818,0.80198,0.000901,0.000901,0.000901
42,51.3239,0.65903,1.31505,0.81182,0.74832,0.42178,0.5247,0.43583,0.68691,1.04774,0.79979,0.000898525,0.000898525,0.000898525
43,52.4127,0.67545,1.29134,0.80933,0.74995,0.43926,0.53082,0.46129,0.55343,1.01436,0.79113,0.00089605,0.00089605,0.00089605
44,53.5216,0.6379,1.26058,0.80787,0.73288,0.46218,0.53836,0.46981,0.53855,0.99247,0.79018,0.000893575,0.000893575,0.000893575
45,54.5424,0.65517,1.24627,0.80656,0.73491,0.47707,0.54794,0.45018,0.69645,1.00533,0.79857,0.0008911,0.0008911,0.0008911
46,55.6303,0.67978,1.2208,0.81004,0.73337,0.48583,0.55395,0.44944,0.73453,1.00594,0.80121,0.000888625,0.000888625,0.000888625
47,56.6435,0.60807,1.17713,0.80715,0.71148,0.49196,0.55929,0.47542,0.59016,0.97394,0.79288,0.00088615,0.00088615,0.00088615
48,57.7198,0.6529,1.16948,0.80801,0.73089,0.47355,0.56957,0.47777,0.65308,1.00188,0.79449,0.000883675,0.000883675,0.000883675
49,58.742,0.74185,1.18329,0.81476,0.75461,0.46894,0.57426,0.48762,0.60922,0.98016,0.79217,0.0008812,0.0008812,0.0008812
50,59.7436,0.70519,1.17957,0.8132,0.72353,0.48036,0.5826,0.49454,0.57854,0.94353,0.79017,0.000878725,0.000878725,0.000878725
51,60.7268,0.66744,1.15567,0.81084,0.74446,0.47803,0.59421,0.48776,0.69002,0.94075,0.79705,0.00087625,0.00087625,0.00087625
52,61.6436,0.72534,1.11827,0.81094,0.62029,0.52484,0.59887,0.50805,0.592,0.90503,0.79163,0.000873775,0.000873775,0.000873775
53,62.6341,0.68183,1.14063,0.80653,0.67097,0.50607,0.6004,0.51227,0.55421,0.90095,0.78724,0.0008713,0.0008713,0.0008713
54,63.6255,0.72409,1.11279,0.80898,0.60642,0.5371,0.6069,0.51326,0.57959,0.91003,0.78711,0.000868825,0.000868825,0.000868825
55,64.6268,0.68816,1.10753,0.80887,0.83034,0.48981,0.6123,0.52423,0.55896,0.90671,0.78655,0.00086635,0.00086635,0.00086635
56,65.8392,0.6795,1.07845,0.8039,0.89442,0.47847,0.62691,0.51249,0.64625,0.8914,0.79336,0.000863875,0.000863875,0.000863875
57,66.8156,0.63372,1.0655,0.80789,0.87074,0.48283,0.63065,0.49582,0.77637,0.89879,0.80341,0.0008614,0.0008614,0.0008614
58,67.775,0.66131,1.05522,0.80766,0.85813,0.48125,0.63221,0.4988,0.80469,0.8995,0.80775,0.000858925,0.000858925,0.000858925
59,68.7395,0.73696,1.07177,0.80767,0.84304,0.48634,0.63482,0.52169,0.7089,0.87213,0.80144,0.00085645,0.00085645,0.00085645
60,69.7131,0.66254,1.04754,0.80694,0.75953,0.52975,0.64433,0.55134,0.56443,0.80801,0.79005,0.000853975,0.000853975,0.000853975
61,70.6338,0.61826,1.00527,0.80126,0.72969,0.53121,0.64685,0.55492,0.55093,0.79716,0.78835,0.0008515,0.0008515,0.0008515
62,71.6179,0.63649,0.99359,0.80591,0.72268,0.54248,0.65236,0.54588,0.58155,0.79399,0.78949,0.000849025,0.000849025,0.000849025
63,72.5232,0.58961,0.96009,0.803,0.71676,0.5575,0.65601,0.54368,0.61081,0.78973,0.79047,0.00084655,0.00084655,0.00084655
64,73.4285,0.61232,0.96993,0.80463,0.64184,0.60497,0.65703,0.56277,0.53779,0.77214,0.78564,0.000844075,0.000844075,0.000844075
65,74.3224,0.5921,0.95761,0.80647,0.65476,0.61002,0.65849,0.57016,0.5123,0.77708,0.7844,0.0008416,0.0008416,0.0008416
66,75.2146,0.58366,0.94927,0.8034,0.66004,0.60819,0.65962,0.57108,0.50408,0.7802,0.78477,0.000839125,0.000839125,0.000839125
67,76.1328,0.59646,0.94802,0.80155,0.63761,0.61835,0.66157,0.571,0.50582,0.77424,0.78517,0.00083665,0.00083665,0.00083665
68,77.0369,0.59979,0.93974,0.80311,0.66217,0.6312,0.67046,0.58147,0.5059,0.73419,0.78568,0.000834175,0.000834175,0.000834175
69,77.9294,0.56105,0.92136,0.80244,0.64461,0.63224,0.67569,0.58108,0.51146,0.71807,0.78553,0.0008317,0.0008317,0.0008317
70,78.8491,0.60585,0.93033,0.80139,0.63736,0.6434,0.67841,0.58617,0.50556,0.7053,0.78389,0.000829225,0.000829225,0.000829225
71,79.9283,0.60275,0.92223,0.80295,0.64771,0.6444,0.6828,0.59207,0.50233,0.70042,0.78362,0.00082675,0.00082675,0.00082675
72,80.8422,0.5436,0.86155,0.79932,0.68823,0.63446,0.68838,0.55896,0.72144,0.72737,0.80052,0.000824275,0.000824275,0.000824275
73,81.6492,0.58819,0.88379,0.80189,0.68992,0.63932,0.68966,0.54559,0.78961,0.74004,0.80446,0.0008218,0.0008218,0.0008218
74,82.5227,0.61531,0.87785,0.80464,0.69429,0.64144,0.69092,0.57795,0.62105,0.71597,0.79245,0.000819325,0.000819325,0.000819325
75,83.4218,0.54865,0.85207,0.80119,0.6986,0.64229,0.68886,0.59276,0.51398,0.70713,0.7846,0.00081685,0.00081685,0.00081685
76,84.393,0.52899,0.84199,0.80269,0.71961,0.63922,0.69617,0.57167,0.61939,0.71108,0.78961,0.000814375,0.000814375,0.000814375
77,85.3471,0.60012,0.86354,0.80519,0.70087,0.65636,0.69996,0.57584,0.63401,0.70852,0.79257,0.0008119,0.0008119,0.0008119
78,86.242,0.54628,0.84286,0.80064,0.68675,0.66937,0.70316,0.60143,0.54868,0.68471,0.78898,0.000809425,0.000809425,0.000809425
79,87.1148,0.57089,0.84196,0.79868,0.65994,0.6802,0.7038,0.6158,0.46251,0.66311,0.78186,0.00080695,0.00080695,0.00080695
80,88.0153,0.66006,0.86172,0.802,0.66634,0.67705,0.70327,0.60864,0.4835,0.66215,0.78253,0.000804475,0.000804475,0.000804475
81,88.9044,0.64579,0.85716,0.79793,0.66075,0.66912,0.7055,0.60952,0.49765,0.65799,0.78384,0.000802,0.000802,0.000802
82,89.7307,0.64671,0.86175,0.80041,0.66289,0.6722,0.71039,0.57691,0.648,0.67658,0.79064,0.000799525,0.000799525,0.000799525
83,90.6276,0.61711,0.83497,0.80286,0.66934,0.67231,0.71445,0.55671,0.7425,0.68784,0.79631,0.00079705,0.00079705,0.00079705
84,91.5129,0.63619,0.83848,0.80306,0.66834,0.70656,0.72524,0.61204,0.55619,0.65683,0.78885,0.000794575,0.000794575,0.000794575
85,92.4184,0.56631,0.80711,0.79812,0.68076,0.71506,0.72766,0.63667,0.45947,0.64455,0.78443,0.0007921,0.0007921,0.0007921
86,93.5278,0.55655,0.7909,0.79977,0.67799,0.70571,0.72863,0.63227,0.47604,0.64212,0.78424,0.000789625,0.000789625,0.000789625
87,94.3925,0.58656,0.80543,0.79828,0.67929,0.70524,0.7307,0.62956,0.50245,0.63785,0.78442,0.00078715,0.00078715,0.00078715
88,95.2392,0.54915,0.78856,0.79834,0.66875,0.70964,0.73739,0.6218,0.5619,0.62811,0.78759,0.000784675,0.000784675,0.000784675
89,96.1228,0.61949,0.78486,0.801,0.66872,0.71022,0.73957,0.61085,0.59883,0.62963,0.78984,0.0007822,0.0007822,0.0007822
90,96.9313,0.6111,0.78458,0.80144,0.69441,0.70377,0.73889,0.61789,0.56853,0.62682,0.78809,0.000779725,0.000779725,0.000779725
91,97.8345,0.57194,0.77076,0.79869,0.69715,0.70374,0.74041,0.63451,0.49792,0.62,0.78454,0.00077725,0.00077725,0.00077725
92,98.7118,0.53478,0.76984,0.80205,0.69708,0.72245,0.75082,0.63393,0.55821,0.61856,0.78864,0.000774775,0.000774775,0.000774775
93,99.5631,0.59767,0.78984,0.79878,0.70346,0.73269,0.75359,0.63409,0.59121,0.61758,0.79099,0.0007723,0.0007723,0.0007723
94,100.447,0.62228,0.80294,0.80229,0.69815,0.7341,0.75542,0.64734,0.52728,0.60628,0.78697,0.000769825,0.000769825,0.000769825
95,101.241,0.55995,0.7627,0.796,0.70382,0.741,0.75742,0.65835,0.45987,0.59907,0.78196,0.00076735,0.00076735,0.00076735
96,102.098,0.55661,0.76011,0.80083,0.70973,0.71791,0.76039,0.64526,0.50644,0.6085,0.7835,0.000764875,0.000764875,0.000764875
97,102.922,0.57525,0.75188,0.79851,0.68281,0.71961,0.76164,0.63902,0.54088,0.6083,0.78459,0.0007624,0.0007624,0.0007624
98,103.729,0.51056,0.72347,0.79466,0.68925,0.72214,0.76314,0.64644,0.52761,0.60176,0.78393,0.000759925,0.000759925,0.000759925
99,104.535,0.54945,0.74716,0.79812,0.68707,0.74315,0.76459,0.65937,0.48682,0.58952,0.78227,0.00075745,0.00075745,0.00075745
100,105.383,0.55512,0.73367,0.79727,0.69414,0.73966,0.7653,0.66518,0.45466,0.58173,0.78118,0.000754975,0.000754975,0.000754975
101,106.221,0.54422,0.72866,0.79768,0.6929,0.73114,0.76669,0.67126,0.45653,0.58389,0.78245,0.0007525,0.0007525,0.0007525
102,107.057,0.54505,0.74373,0.79857,0.68747,0.73175,0.76659,0.65524,0.51165,0.58929,0.78443,0.000750025,0.000750025,0.000750025
103,108.063,0.5124,0.71361,0.79278,0.68761,0.73018,0.76573,0.64695,0.52833,0.59048,0.78331,0.00074755,0.00074755,0.00074755
104,108.944,0.52692,0.71342,0.79449,0.72099,0.74494,0.76816,0.66813,0.47209,0.57898,0.78143,0.000745075,0.000745075,0.000745075
105,109.829,0.54713,0.73335,0.79554,0.7245,0.74768,0.77025,0.67618,0.44236,0.56909,0.78073,0.0007426,0.0007426,0.0007426
106,110.659,0.55956,0.7332,0.7968,0.69174,0.75205,0.77454,0.67754,0.44593,0.56419,0.78185,0.000740125,0.000740125,0.000740125
107,111.517,0.54286,0.71761,0.79217,0.69852,0.74986,0.77661,0.66909,0.52442,0.57574,0.78651,0.00073765,0.00073765,0.00073765
108,112.317,0.54229,0.71781,0.79366,0.70378,0.76805,0.781,0.64171,0.63826,0.57782,0.79025,0.000735175,0.000735175,0.000735175
109,113.13,0.51094,0.70758,0.79601,0.70372,0.77379,0.78314,0.63232,0.65561,0.57338,0.7911,0.0007327,0.0007327,0.0007327
110,113.946,0.57012,0.715,0.7992,0.70949,0.77479,0.78471,0.64835,0.58198,0.56459,0.78722,0.000730225,0.000730225,0.000730225
111,114.731,0.50591,0.68406,0.79248,0.71184,0.77717,0.78481,0.66905,0.51651,0.56088,0.78382,0.00072775,0.00072775,0.00072775
112,115.546,0.49286,0.69282,0.79822,0.71348,0.78085,0.78676,0.691,0.42468,0.55018,0.77987,0.000725275,0.000725275,0.000725275
113,116.335,0.56234,0.71441,0.79843,0.70978,0.76725,0.79013,0.68743,0.44642,0.56316,0.77975,0.0007228,0.0007228,0.0007228
114,117.114,0.57003,0.70036,0.79685,0.70322,0.76681,0.79006,0.68058,0.46739,0.58195,0.77984,0.000720325,0.000720325,0.000720325
115,117.933,0.56051,0.71572,0.79967,0.71952,0.76008,0.78781,0.69004,0.44433,0.58806,0.77926,0.00071785,0.00071785,0.00071785
116,119.03,0.57137,0.72368,0.79845,0.7231,0.77094,0.79301,0.69537,0.44839,0.56069,0.78029,0.000715375,0.000715375,0.000715375
117,119.857,0.47983,0.68389,0.795,0.70516,0.77447,0.7992,0.70108,0.43748,0.54317,0.78014,0.0007129,0.0007129,0.0007129
118,120.704,0.55777,0.70748,0.79478,0.7084,0.77924,0.80097,0.68933,0.4622,0.54952,0.78154,0.000710425,0.000710425,0.000710425
119,121.49,0.59663,0.7227,0.80037,0.71835,0.78402,0.80098,0.68806,0.47556,0.56181,0.78396,0.00070795,0.00070795,0.00070795
120,122.322,0.55368,0.69217,0.7997,0.72228,0.79448,0.80198,0.66981,0.59457,0.57008,0.79121,0.000705475,0.000705475,0.000705475
121,123.122,0.58497,0.70006,0.804,0.72077,0.79937,0.80357,0.62721,0.73599,0.57969,0.79796,0.000703,0.000703,0.000703
122,123.967,0.55851,0.68271,0.79665,0.72269,0.79085,0.80419,0.62453,0.73183,0.57375,0.79738,0.000700525,0.000700525,0.000700525
123,124.781,0.54089,0.68714,0.79715,0.72185,0.79108,0.80441,0.66609,0.59198,0.55496,0.78961,0.00069805,0.00069805,0.00069805
124,125.586,0.50372,0.65017,0.79456,0.71752,0.77053,0.80195,0.70117,0.4423,0.54052,0.78093,0.000695575,0.000695575,0.000695575
125,126.428,0.51718,0.66025,0.79373,0.77212,0.75002,0.79865,0.70036,0.45192,0.55089,0.78161,0.0006931,0.0006931,0.0006931
126,127.235,0.54284,0.6712,0.79803,0.75131,0.74809,0.79533,0.69312,0.47562,0.55952,0.78277,0.000690625,0.000690625,0.000690625
127,128.036,0.52083,0.67236,0.79892,0.72947,0.74478,0.79757,0.69062,0.47916,0.55939,0.78241,0.00068815,0.00068815,0.00068815
128,128.845,0.51376,0.65583,0.79758,0.71182,0.78071,0.81046,0.706,0.4405,0.54038,0.78073,0.000685675,0.000685675,0.000685675
129,129.644,0.5311,0.64537,0.79549,0.71626,0.78112,0.80949,0.69311,0.48184,0.55445,0.78176,0.0006832,0.0006832,0.0006832
130,130.438,0.54784,0.65297,0.79936,0.7208,0.78236,0.81076,0.67741,0.53367,0.5669,0.78411,0.000680725,0.000680725,0.000680725
131,131.25,0.61903,0.69903,0.79865,0.72453,0.78426,0.81062,0.68816,0.50682,0.56308,0.78281,0.00067825,0.00067825,0.00067825
132,132.334,0.54743,0.66634,0.79281,0.71562,0.78851,0.81027,0.71322,0.42735,0.53302,0.78058,0.000675775,0.000675775,0.000675775
133,133.164,0.50415,0.63027,0.79201,0.70803,0.78398,0.80986,0.71247,0.42225,0.53334,0.78065,0.0006733,0.0006733,0.0006733
134,134.011,0.49229,0.62862,0.79405,0.71863,0.77451,0.81161,0.71433,0.40842,0.52675,0.78003,0.000670825,0.000670825,0.000670825
135,134.793,0.54513,0.64181,0.79484,0.70541,0.7725,0.8139,0.71035,0.42289,0.52111,0.77902,0.00066835,0.00066835,0.00066835
136,135.573,0.52413,0.64683,0.79254,0.77675,0.75737,0.81613,0.71722,0.40932,0.51172,0.77764,0.000665875,0.000665875,0.000665875
137,136.361,0.50344,0.63836,0.79308,0.76899,0.76339,0.81594,0.71555,0.43845,0.516,0.77937,0.0006634,0.0006634,0.0006634
138,137.199,0.52475,0.64727,0.79233,0.78695,0.76745,0.81576,0.70381,0.49283,0.51793,0.78216,0.000660925,0.000660925,0.000660925
139,137.974,0.48596,0.60786,0.79226,0.73957,0.77711,0.81892,0.70471,0.51127,0.51253,0.78414,0.00065845,0.00065845,0.00065845
140,138.741,0.49417,0.62906,0.79312,0.76237,0.791,0.82751,0.72717,0.42441,0.48717,0.78076,0.000655975,0.000655975,0.000655975
141,139.525,0.49973,0.62278,0.79419,0.76483,0.80084,0.82981,0.72888,0.4155,0.48343,0.77962,0.0006535,0.0006535,0.0006535
142,140.331,0.51365,0.62648,0.79723,0.7693,0.80486,0.83283,0.72196,0.45693,0.49051,0.78095,0.000651025,0.000651025,0.000651025
143,141.182,0.52976,0.61956,0.79643,0.76067,0.81896,0.83392,0.68668,0.59822,0.51373,0.78693,0.00064855,0.00064855,0.00064855
144,141.98,0.55582,0.64171,0.79114,0.7687,0.82431,0.83476,0.6764,0.65568,0.52773,0.78915,0.000646075,0.000646075,0.000646075
145,143.024,0.51686,0.62176,0.79366,0.76402,0.82376,0.8349,0.71885,0.49552,0.49786,0.78265,0.0006436,0.0006436,0.0006436
146,143.854,0.50838,0.62363,0.79147,0.78646,0.79746,0.8366,0.73648,0.4069,0.48167,0.77818,0.000641125,0.000641125,0.000641125
147,144.652,0.55039,0.61367,0.79253,0.78839,0.79844,0.83859,0.73386,0.42223,0.48169,0.7782,0.00063865,0.00063865,0.00063865
148,145.507,0.50371,0.6028,0.79617,0.78477,0.80434,0.84181,0.73696,0.43228,0.47928,0.77894,0.000636175,0.000636175,0.000636175
149,146.317,0.48835,0.60832,0.79281,0.78264,0.80219,0.84054,0.71959,0.49516,0.48633,0.78198,0.0006337,0.0006337,0.0006337
150,147.174,0.58489,0.61166,0.79485,0.77732,0.80384,0.84016,0.71877,0.51199,0.48801,0.78288,0.000631225,0.000631225,0.000631225
151,147.947,0.4979,0.5865,0.79348,0.76297,0.82482,0.83905,0.73288,0.44835,0.47825,0.7803,0.00062875,0.00062875,0.00062875
152,148.74,0.4873,0.58613,0.79268,0.77262,0.81981,0.8403,0.72728,0.41895,0.46928,0.77752,0.000626275,0.000626275,0.000626275
153,149.511,0.53866,0.60685,0.79309,0.77607,0.81169,0.84082,0.73426,0.41835,0.4679,0.77789,0.0006238,0.0006238,0.0006238
