epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
50,51.8499,0.7159,0.69232,0.82202,0.63788,0.74674,0.7775,0.6298,0.64473,0.70414,0.79895,0.00878725,0.00878725,0.00878725
51,52.6349,0.67069,0.67958,0.81592,0.71044,0.78024,0.8044,0.62423,0.68658,0.62425,0.79956,0.0087625,0.0087625,0.0087625
52,53.4939,0.64896,0.65247,0.81262,0.72821,0.77962,0.80875,0.61023,0.72956,0.64457,0.80611,0.00873775,0.00873775,0.00873775
53,54.302,0.80214,0.69936,0.81964,0.7024,0.78194,0.80701,0.59501,0.80024,0.67743,0.81928,0.008713,0.008713,0.008713
54,55.1121,0.73993,0.67601,0.82252,0.66581,0.76171,0.78681,0.6208,0.67252,0.66026,0.80776,0.00868825,0.00868825,0.00868825
55,55.876,0.72506,0.67253,0.8185,0.68432,0.77016,0.79956,0.60995,0.69972,0.64367,0.8013,0.0086635,0.0086635,0.0086635
56,56.8665,0.6949,0.65168,0.81372,0.77746,0.75768,0.81799,0.60294,0.78777,0.71541,0.80681,0.00863875,0.00863875,0.00863875
57,57.6301,0.7213,0.65607,0.81988,0.7789,0.71482,0.79423,0.51719,1.09917,0.85408,0.84143,0.008614,0.008614,0.008614
58,58.4485,0.72623,0.65402,0.8187,0.73658,0.74304,0.79358,0.60578,0.79029,0.73851,0.80881,0.00858925,0.00858925,0.00858925
59,59.2908,0.78885,0.67306,0.81881,0.76234,0.79907,0.82212,0.65304,0.6342,0.58105,0.79779,0.0085645,0.0085645,0.0085645
60,60.0921,0.76061,0.6594,0.81954,0.72796,0.73111,0.78012,0.5961,0.8014,0.68392,0.81782,0.00853975,0.00853975,0.00853975
61,60.919,0.67077,0.64774,0.81145,0.68489,0.76968,0.78903,0.62284,0.66172,0.61098,0.80096,0.008515,0.008515,0.008515
62,61.7396,0.68133,0.62709,0.81344,0.76207,0.78848,0.83089,0.62145,0.82701,0.61251,0.8127,0.00849025,0.00849025,0.00849025
63,62.519,0.62813,0.59332,0.81006,0.73488,0.79038,0.81231,0.5475,1.07509,0.65967,0.8372,0.0084655,0.0084655,0.0084655
64,63.2905,0.6514,0.6007,0.81074,0.65662,0.79749,0.76989,0.64615,0.58177,0.67054,0.79152,0.00844075,0.00844075,0.00844075
65,64.0427,0.65576,0.6154,0.81486,0.78583,0.78317,0.81799,0.668,0.63502,0.57136,0.79537,0.008416,0.008416,0.008416
66,64.8434,0.66217,0.60921,0.81185,0.76074,0.82511,0.84052,0.68683,0.61967,0.55868,0.7934,0.00839125,0.00839125,0.00839125
67,65.6393,0.68283,0.61758,0.81049,0.74224,0.78348,0.81232,0.67162,0.56037,0.58604,0.79048,0.0083665,0.0083665,0.0083665
68,66.4463,0.66799,0.61711,0.81241,0.78794,0.79394,0.83245,0.52444,1.13933,0.70043,0.84819,0.00834175,0.00834175,0.00834175
69,67.2449,0.65786,0.6118,0.81095,0.72288,0.78006,0.80902,0.6253,0.73118,0.62747,0.807,0.008317,0.008317,0.008317
70,68.0596,0.66961,0.61152,0.80941,0.79352,0.81368,0.85027,0.69886,0.5885,0.52001,0.79293,0.00829225,0.00829225,0.00829225
71,69.0851,0.66394,0.61571,0.81094,0.78187,0.82186,0.83025,0.65914,0.67834,0.54124,0.79896,0.0082675,0.0082675,0.0082675
72,69.9166,0.60329,0.58084,0.80579,0.77393,0.77512,0.825,0.5796,0.9593,0.63041,0.82932,0.00824275,0.00824275,0.00824275
73,70.7251,0.61728,0.5861,0.80679,0.69854,0.78347,0.79565,0.56456,0.96417,0.6958,0.8321,0.008218,0.008218,0.008218
74,71.5211,0.67464,0.58664,0.8122,0.75001,0.84228,0.84493,0.67094,0.64556,0.54741,0.79669,0.00819325,0.00819325,0.00819325
75,72.3021,0.59941,0.55255,0.807,0.78805,0.82169,0.86012,0.63508,0.78239,0.59979,0.80598,0.0081685,0.0081685,0.0081685
76,73.0855,0.57803,0.56287,0.80765,0.81368,0.83797,0.86835,0.66561,0.69127,0.56484,0.79641,0.00814375,0.00814375,0.00814375
77,73.872,0.59425,0.5558,0.80743,0.80616,0.8272,0.85439,0.70979,0.5399,0.50106,0.78641,0.008119,0.008119,0.008119
78,74.6757,0.63751,0.55544,0.80856,0.78033,0.8327,0.8548,0.6697,0.70618,0.55283,0.79987,0.00809425,0.00809425,0.00809425
79,75.4744,0.5967,0.55072,0.80444,0.79132,0.82868,0.85937,0.682,0.70984,0.53373,0.79999,0.0080695,0.0080695,0.0080695
80,76.2802,0.59402,0.55465,0.80032,0.82178,0.79414,0.8448,0.67934,0.62873,0.5334,0.7927,0.00804475,0.00804475,0.00804475
81,77.1405,0.58822,0.55578,0.79671,0.80136,0.78381,0.83831,0.61176,0.84216,0.59043,0.80935,0.00802,0.00802,0.00802
82,77.9372,0.62073,0.55382,0.80034,0.89275,0.79845,0.87579,0.67049,0.75739,0.52548,0.80286,0.00799525,0.00799525,0.00799525
83,78.7197,0.59906,0.54579,0.80504,0.83203,0.80256,0.86353,0.70885,0.60973,0.53196,0.79288,0.0079705,0.0079705,0.0079705
84,79.5534,0.6408,0.55981,0.80462,0.86777,0.76516,0.84856,0.65996,0.74087,0.54688,0.80113,0.00794575,0.00794575,0.00794575
85,80.3618,0.58915,0.5246,0.80175,0.76741,0.83706,0.86097,0.72113,0.51517,0.49072,0.78591,0.007921,0.007921,0.007921
86,81.1667,0.60702,0.5275,0.80602,0.77574,0.86629,0.86979,0.72425,0.53214,0.48752,0.78498,0.00789625,0.00789625,0.00789625
87,82.1849,0.60967,0.53392,0.80039,0.80657,0.85043,0.87559,0.70707,0.65718,0.49642,0.79188,0.0078715,0.0078715,0.0078715
88,82.9988,0.56623,0.51624,0.79968,0.84391,0.82967,0.87507,0.71765,0.59071,0.48445,0.78997,0.00784675,0.00784675,0.00784675
89,83.7843,0.59002,0.51221,0.79948,0.82025,0.80456,0.84784,0.71623,0.49274,0.48827,0.78504,0.007822,0.007822,0.007822
90,84.5522,0.60374,0.52477,0.80341,0.81178,0.7886,0.83925,0.70962,0.50538,0.48564,0.78592,0.00779725,0.00779725,0.00779725
91,85.3304,0.63301,0.51792,0.80151,0.83003,0.82521,0.8805,0.63346,0.9361,0.52567,0.81463,0.0077725,0.0077725,0.0077725
92,86.1274,0.59566,0.52816,0.80475,0.84128,0.85183,0.87978,0.73211,0.59645,0.48524,0.79089,0.00774775,0.00774775,0.00774775
93,86.9269,0.57847,0.5323,0.79918,0.80944,0.85835,0.867,0.72233,0.53276,0.48028,0.78649,0.007723,0.007723,0.007723
94,87.7207,0.59068,0.52185,0.80124,0.765,0.82325,0.84296,0.67519,0.59257,0.5145,0.79146,0.00769825,0.00769825,0.00769825
95,88.5265,0.5293,0.49571,0.79751,0.79603,0.85618,0.88009,0.73837,0.51588,0.44209,0.78635,0.0076735,0.0076735,0.0076735
96,89.3303,0.52996,0.49435,0.79982,0.85181,0.81549,0.87676,0.73698,0.47991,0.45765,0.78264,0.00764875,0.00764875,0.00764875
97,90.1173,0.56231,0.49166,0.7981,0.84166,0.84669,0.8737,0.73484,0.5137,0.4798,0.78334,0.007624,0.007624,0.007624
98,90.9093,0.55543,0.48093,0.79716,0.86551,0.83982,0.87752,0.74506,0.4881,0.45623,0.78211,0.00759925,0.00759925,0.00759925
99,91.7178,0.58222,0.50757,0.80024,0.80735,0.88702,0.87574,0.72608,0.51756,0.44402,0.78439,0.0075745,0.0075745,0.0075745
100,92.5083,0.56837,0.49925,0.80025,0.7936,0.85323,0.88203,0.74959,0.51387,0.45779,0.78301,0.00754975,0.00754975,0.00754975
101,93.5369,0.55177,0.4827,0.80055,0.82382,0.82016,0.87302,0.71943,0.57925,0.48936,0.78424,0.007525,0.007525,0.007525
102,94.3359,0.55661,0.48008,0.79779,0.89104,0.78248,0.87275,0.74439,0.47501,0.46003,0.77881,0.00750025,0.00750025,0.00750025
103,95.1338,0.50538,0.46014,0.7924,0.86029,0.80968,0.87191,0.74749,0.4696,0.45046,0.78001,0.0074755,0.0074755,0.0074755
104,95.9255,0.5274,0.46678,0.79303,0.83511,0.78842,0.85852,0.73233,0.47633,0.50332,0.78385,0.00745075,0.00745075,0.00745075
105,96.7147,0.53357,0.48031,0.79459,0.77798,0.76673,0.82707,0.64306,0.70248,0.58207,0.79931,0.007426,0.007426,0.007426
106,97.5018,0.59432,0.50028,0.80303,0.76834,0.7232,0.78086,0.6561,0.53559,0.57926,0.79066,0.00740125,0.00740125,0.00740125
107,98.2692,0.68625,0.51732,0.80259,0.8618,0.79465,0.86604,0.61294,0.95017,0.54369,0.8171,0.0073765,0.0073765,0.0073765
108,99.0802,0.67989,0.5241,0.80278,0.73854,0.84377,0.82609,0.67778,0.55499,0.58208,0.78871,0.00735175,0.00735175,0.00735175
109,99.9219,0.65715,0.53418,0.80752,0.70088,0.81214,0.78385,0.64704,0.54827,0.69077,0.79168,0.007327,0.007327,0.007327
110,100.717,0.58362,0.50751,0.8028,0.77412,0.85053,0.849,0.72431,0.49074,0.50384,0.78642,0.00730225,0.00730225,0.00730225
111,101.489,0.63069,0.49224,0.80111,0.76308,0.79301,0.83517,0.62864,0.77712,0.56271,0.80288,0.0072775,0.0072775,0.0072775
112,102.287,0.70265,0.5252,0.81026,0.72129,0.70988,0.78217,0.63453,0.60389,0.64222,0.79677,0.00725275,0.00725275,0.00725275
113,103.04,0.67589,0.53079,0.80661,0.79462,0.66352,0.76695,0.55997,0.82395,0.72424,0.82338,0.007228,0.007228,0.007228
114,103.811,0.87749,0.58896,0.82758,0.85729,0.7104,0.80292,0.56574,0.9184,0.66799,0.82993,0.00720325,0.00720325,0.00720325
115,104.582,0.78297,0.56218,0.8188,0.76833,0.79355,0.84876,0.677,0.6455,0.54931,0.79933,0.0071785,0.0071785,0.0071785
116,105.598,0.68566,0.54681,0.80729,0.85104,0.88505,0.90073,0.63106,0.96707,0.51445,0.82672,0.00715375,0.00715375,0.00715375
117,106.374,0.65118,0.52715,0.80772,0.82606,0.8871,0.8904,0.6726,0.8278,0.50186,0.81133,0.007129,0.007129,0.007129
118,107.153,0.65861,0.53891,0.80304,0.82987,0.85526,0.87235,0.72969,0.57201,0.46537,0.79107,0.00710425,0.00710425,0.00710425
119,107.93,0.70211,0.54232,0.81103,0.84278,0.86325,0.88648,0.70985,0.63906,0.45756,0.79589,0.0070795,0.0070795,0.0070795
120,108.718,0.57614,0.49746,0.80412,0.82144,0.85233,0.88877,0.59919,1.13647,0.58095,0.84588,0.00705475,0.00705475,0.00705475
121,109.532,0.72141,0.5343,0.81225,0.82539,0.8519,0.89105,0.53415,1.37865,0.7157,0.89156,0.00703,0.00703,0.00703
122,110.323,0.72089,0.55418,0.81067,0.86013,0.80774,0.87736,0.58305,1.16904,0.73044,0.86011,0.00700525,0.00700525,0.00700525
123,111.098,0.61645,0.53989,0.80531,0.80166,0.82479,0.86814,0.67811,0.77265,0.57768,0.80727,0.0069805,0.0069805,0.0069805
124,111.877,0.60065,0.50395,0.80106,0.83109,0.88339,0.88982,0.762,0.48361,0.43319,0.78305,0.00695575,0.00695575,0.00695575
125,112.688,0.56042,0.50149,0.79716,0.8375,0.88024,0.89049,0.74102,0.53015,0.44619,0.78423,0.006931,0.006931,0.006931
126,113.499,0.61764,0.50021,0.8036,0.84479,0.88679,0.89402,0.74214,0.5227,0.43259,0.78324,0.00690625,0.00690625,0.00690625
127,114.315,0.55691,0.49563,0.80387,0.80631,0.87274,0.88273,0.74966,0.53472,0.48132,0.78455,0.0068815,0.0068815,0.0068815
128,115.125,0.59147,0.49494,0.80371,0.80064,0.86899,0.8939,0.72656,0.63083,0.47882,0.79239,0.00685675,0.00685675,0.00685675
129,116.104,0.569,0.47691,0.79929,0.80881,0.87335,0.89279,0.74135,0.53052,0.45219,0.78484,0.006832,0.006832,0.006832
130,116.883,0.71124,0.51043,0.81475,0.8384,0.85055,0.8886,0.72603,0.63555,0.49441,0.79408,0.00680725,0.00680725,0.00680725
131,117.669,0.73628,0.54938,0.81224,0.81453,0.85042,0.8836,0.74628,0.55022,0.47582,0.78765,0.0067825,0.0067825,0.0067825
132,118.487,0.71777,0.5529,0.80411,0.81438,0.86099,0.87909,0.58949,1.00244,0.62364,0.82388,0.00675775,0.00675775,0.00675775
133,119.278,0.75818,0.5451,0.81051,0.82004,0.84641,0.87016,0.62053,0.92817,0.62471,0.81758,0.006733,0.006733,0.006733
134,120.066,0.59154,0.49713,0.80215,0.81758,0.85085,0.87132,0.70149,0.68748,0.56008,0.79657,0.00670825,0.00670825,0.00670825
135,120.882,0.67384,0.50927,0.80709,0.81998,0.86149,0.87569,0.72455,0.53934,0.46445,0.7848,0.0066835,0.0066835,0.0066835
136,121.707,0.69257,0.51576,0.80669,0.82081,0.9005,0.89942,0.70298,0.64293,0.47421,0.79386,0.00665875,0.00665875,0.00665875
137,122.506,0.58528,0.48759,0.80129,0.85694,0.89267,0.89969,0.66796,0.76696,0.50595,0.80315,0.006634,0.006634,0.006634
138,123.33,0.61918,0.49432,0.80073,0.84024,0.86029,0.88982,0.66303,0.76096,0.49573,0.80231,0.00660925,0.00660925,0.00660925
139,124.08,0.57285,0.47276,0.7997,0.81147,0.84729,0.87516,0.68462,0.68332,0.50533,0.7974,0.0065845,0.0065845,0.0065845
140,124.886,0.55955,0.4854,0.80169,0.83632,0.8878,0.89564,0.7713,0.46431,0.38987,0.78392,0.00655975,0.00655975,0.00655975
141,125.702,0.55708,0.4712,0.80144,0.81424,0.87801,0.88794,0.75973,0.47782,0.40478,0.78476,0.006535,0.006535,0.006535
142,126.46,0.54735,0.47298,0.80415,0.82424,0.85526,0.88695,0.72423,0.60184,0.46915,0.79211,0.00651025,0.00651025,0.00651025
143,127.443,0.53122,0.46116,0.80162,0.79184,0.85969,0.87537,0.69429,0.6683,0.50138,0.79706,0.0064855,0.0064855,0.0064855
144,128.267,0.53889,0.47688,0.79404,0.8309,0.89703,0.89333,0.76226,0.46307,0.38907,0.78378,0.00646075,0.00646075,0.00646075
145,129.036,0.528,0.47268,0.79764,0.82594,0.88834,0.89512,0.74916,0.51025,0.39959,0.78659,0.006436,0.006436,0.006436
146,129.823,0.55236,0.47354,0.79759,0.82995,0.88716,0.89925,0.76392,0.4936,0.4097,0.78553,0.00641125,0.00641125,0.00641125
147,130.636,0.52026,0.45107,0.79727,0.81839,0.86575,0.88628,0.76463,0.45417,0.41063,0.78438,0.0063865,0.0063865,0.0063865
148,131.405,0.49046,0.44043,0.80039,0.83072,0.90176,0.90215,0.73128,0.67643,0.46565,0.7947,0.00636175,0.00636175,0.00636175
149,132.195,0.49751,0.44362,0.79567,0.83559,0.9093,0.90208,0.75519,0.56431,0.4188,0.78664,0.006337,0.006337,0.006337
150,132.972,0.53364,0.44473,0.79455,0.83534,0.88519,0.89512,0.78097,0.43455,0.37619,0.7789,0.00631225,0.00631225,0.00631225
151,133.768,0.53756,0.44437,0.796,0.81742,0.88001,0.8856,0.73796,0.5367,0.41654,0.78502,0.0062875,0.0062875,0.0062875
152,134.577,0.58321,0.47104,0.80239,0.82667,0.89076,0.89292,0.78029,0.42678,0.39568,0.78008,0.00626275,0.00626275,0.00626275
153,135.341,0.54182,0.46038,0.79602,0.85675,0.90633,0.90039,0.75802,0.54469,0.40227,0.78454,0.006238,0.006238,0.006238
154,136.105,0.50971,0.43557,0.79533,0.86368,0.91771,0.90362,0.76054,0.5753,0.42322,0.78691,0.00621325,0.00621325,0.00621325
155,136.885,0.50321,0.45287,0.79584,0.85278,0.90315,0.90227,0.74611,0.59958,0.44767,0.78787,0.0061885,0.0061885,0.0061885
156,137.665,0.48098,0.43189,0.79395,0.84182,0.89077,0.90458,0.7908,0.42449,0.37369,0.77811,0.00616375,0.00616375,0.00616375
157,138.449,0.50433,0.4345,0.7905,0.8092,0.86446,0.88087,0.75329,0.46232,0.41218,0.78219,0.006139,0.006139,0.006139
158,139.442,0.49124,0.43967,0.79199,0.77933,0.83357,0.87673,0.75678,0.46151,0.41883,0.78079,0.00611425,0.00611425,0.00611425
159,140.223,0.50288,0.4472,0.79673,0.79554,0.84272,0.88802,0.72261,0.64827,0.46257,0.79251,0.0060895,0.0060895,0.0060895
160,141.058,0.5017,0.4441,0.79375,0.84536,0.88268,0.90191,0.74209,0.65068,0.44238,0.79463,0.00606475,0.00606475,0.00606475
161,141.851,0.51289,0.43554,0.79404,0.85624,0.89451,0.90778,0.78507,0.47331,0.38745,0.78253,0.00604,0.00604,0.00604
162,142.626,0.49071,0.43129,0.7943,0.85395,0.8891,0.90461,0.76491,0.4905,0.3838,0.78262,0.00601525,0.00601525,0.00601525
163,143.444,0.50232,0.43581,0.79289,0.85742,0.88056,0.90334,0.77589,0.47549,0.39369,0.78142,0.0059905,0.0059905,0.0059905
164,144.229,0.48233,0.43221,0.79359,0.86436,0.9027,0.91273,0.77161,0.56958,0.40448,0.78825,0.00596575,0.00596575,0.00596575
165,145.008,0.48171,0.42329,0.79226,0.85726,0.91374,0.91231,0.76216,0.57088,0.40976,0.78727,0.005941,0.005941,0.005941
166,145.803,0.50679,0.42991,0.795,0.86363,0.90177,0.90786,0.79522,0.43942,0.37239,0.77975,0.00591625,0.00591625,0.00591625
167,146.59,0.50084,0.43638,0.79483,0.88468,0.90157,0.9108,0.79701,0.41293,0.35886,0.77914,0.0058915,0.0058915,0.0058915
168,147.39,0.49677,0.42127,0.7936,0.85276,0.91172,0.9107,0.79176,0.48932,0.39114,0.78354,0.00586675,0.00586675,0.00586675
169,148.164,0.52015,0.42423,0.79473,0.8395,0.89991,0.90916,0.78429,0.44729,0.38502,0.78022,0.005842,0.005842,0.005842
170,148.949,0.48412,0.4186,0.79533,0.83857,0.88734,0.90484,0.78133,0.44599,0.39167,0.7816,0.00581725,0.00581725,0.00581725
171,149.72,0.50379,0.43636,0.79254,0.85205,0.87204,0.9068,0.78067,0.47286,0.3944,0.77933,0.0057925,0.0057925,0.0057925
172,150.499,0.58045,0.4418,0.80121,0.86666,0.91465,0.91387,0.74481,0.67411,0.43783,0.79362,0.00576775,0.00576775,0.00576775
173,151.271,0.54598,0.43255,0.79705,0.86294,0.87268,0.90227,0.77899,0.44587,0.41363,0.78191,0.005743,0.005743,0.005743
174,152.222,0.55667,0.45579,0.78881,0.83602,0.8769,0.89262,0.75365,0.50419,0.43679,0.78786,0.00571825,0.00571825,0.00571825
175,152.989,0.61757,0.45914,0.80011,0.88399,0.85356,0.90299,0.78123,0.46147,0.4078,0.78599,0.0056935,0.0056935,0.0056935
176,153.819,0.54786,0.43385,0.79034,0.82272,0.87505,0.90733,0.68123,0.81005,0.47554,0.79767,0.00566875,0.00566875,0.00566875
177,154.587,0.61229,0.46557,0.79245,0.82948,0.87533,0.90096,0.71444,0.74873,0.4782,0.79732,0.005644,0.005644,0.005644
178,155.354,0.5156,0.43304,0.79461,0.84001,0.87983,0.90177,0.78024,0.48173,0.39832,0.78234,0.00561925,0.00561925,0.00561925
179,156.143,0.55159,0.44379,0.79188,0.82701,0.88575,0.90497,0.78508,0.43956,0.37739,0.77952,0.0055945,0.0055945,0.0055945
180,156.917,0.53203,0.43213,0.79283,0.81775,0.83244,0.89428,0.7459,0.50863,0.43171,0.78195,0.00556975,0.00556975,0.00556975
181,157.688,0.47884,0.41911,0.79005,0.8199,0.85674,0.90024,0.71746,0.64086,0.4459,0.78651,0.005545,0.005545,0.005545
182,158.473,0.55468,0.43337,0.79418,0.84619,0.87803,0.90515,0.74707,0.59983,0.42907,0.78526,0.00552025,0.00552025,0.00552025
183,159.247,0.51373,0.41969,0.79041,0.84661,0.88637,0.90791,0.77947,0.46363,0.39269,0.77865,0.0054955,0.0054955,0.0054955
184,160.049,0.50299,0.43351,0.79458,0.87039,0.87915,0.911,0.80003,0.42106,0.37451,0.77803,0.00547075,0.00547075,0.00547075
185,160.823,0.50052,0.42982,0.79432,0.83981,0.88855,0.91145,0.78822,0.44172,0.37474,0.77785,0.005446,0.005446,0.005446
186,161.581,0.50488,0.42503,0.79446,0.85741,0.89906,0.91281,0.78629,0.4577,0.38397,0.77781,0.00542125,0.00542125,0.00542125
